BUSINESS_NAME,RATING,REVIEW_TEXT
Melodias Restaurant,4,good subs
Blue Nile Restaurant,3,expensive but the food is pretty good. nice location
Milkweed,4,"went to eat indian chat. ambiance of the restaurant is really good and is moderately priced.  however, vada pav is not that great but dahi pakoda chat was good also indochinese is good too.. would highly suggest this restaurant if you are looking for some indian chat in boston."
New Jumbo Seafood Restaurant,5,good bar food in downtown boston. good place for drinks.
Olympic House of Pizza,5,we had a wonderful dinner. cant wait to go back.
IHOP,5,i have ordered many times and the food is always amazing... soups are unbelievable and creamy and always arrives hot..
Darryl's Corner Bar & Kitchen,5,they always provide excellent service
sushi time,4,delicious lamb kebab. great service. recommend if you are in the area
Doña Habana Restaurant,5,delicious food and fun vibe
Chutneys Boston,5,"this is my favorite local area for salads. although there seems to be a lot of places for salads, i think sweetgreen is one establishment where you know that they have reliable, diverse, and fresh ingredients.i have come in for their premade salads on their menu and made my own salads which always ends up costing over 11 because i get too excited with my toppings. i am never disappointed here, and their drinks are also very refreshing and not sweet, which i love.you can also get your dressing light, medium, or heavy, and they really respect how much dressing you want on your salad. at other places, ill ask for light dressing and it feels like they had drenched my salad.the staff here are very nice, and they are very quick with your order."
RUKA,3,the burgers are fantastic
Fiouna's Restaurant,4,youre missed in kendall square!
Banyan Bar + Refuge,5,"this place was clean, ingredients were fresh and the food had a good combination of korean and japanese flavors. not many people were there when we went but i liked the taste."
Suya Joint Restaurant,1,"place is huge, and lively. great ambience and staff."
Marliave,5,"attention. highly recommend! homemade noodles and sauce by italian heritage family owned restaurant. its one of a kind and nothing like the restaurant in north end. i am extremely impressed because the food are super tasty and exactly like what you eat in italy, fresh seafood especially the sauce, noodles and dessert. make sure you try the tiramisu! friendly service just like italian and the owner is awesome! i would give 6 stars if i can. grazie e benvenuto"
PABU Izakaya Boston,5,"good food in a casual but classy atmosphere, top notch service and staff"
Spinelli's Pasta And Pastries,4,"on the expensive side, choices are not that extensive, but the quality  service are pretty good. located right in boston harbor, not too far from north end, right next to esplanade"
PikaloX,4,"healthy options for vegans, vegetarians  omnivores alike. quick service and friendly staff."
Modern Underground,5,chicken parm is amazing and the staff is wonderful! 
Dick's,5,after 2 times not happy here this time turned the page. wasnt as crowded because of covid restrictions but food was excellent. had spicy garlic wings and a couple beers. top shelf. felt very safe health wise.
McDonald's,5,i ordered spaghetti and meatballs and got one tiny tiny tiny meatball. thats it. pro was that it was cheap.. but the question is worth it?
Ashmont Grill,1,absolute favorite restaurant ever! amazing longtime staff. best marinated steak tips  meatballs!
Burger King,3,"translated by google iconic place in boston, you have to meet himoriginalicnico lugar en boston, tienes que conocerlo"
Hei La Moon Restaurant,5,yummy food and quick service! worth stopping by if youre in fenway! super cool that theyre on the food for all app too. nice to see theyre doing their part to reduce food waste. you can get gyros for 50 off!! 
Gourmet Dumpling House,5,excellent venue fir a group or couple outing! too quality food and exceptional staff! dont miss it
Tender Greens - CLOSED,5,nice vibe and food
SURA BBQ Boston,5,great place for a burger. quick and easy. great service
Montecristo Mexican Grill,5,"great server with a smile. i work close so whenever i have a break with coworkers i love to come by. i however do miss their white pepper gravy, it was by far my favorite dish from here."
Ashmont Grill,5,limited parking.
Dunkin,1,love the whole experience. hot dogs and onion rings were great.
The Meatball Kitchen,4,very good. nice crowd at 1am
Bar Boulud,5,"the food here is terrible, they legit let it sit half the day if it doesnt sell, dry chicken, nasty ribs and nasty sides."
Stelio's Family Restaurant,5,"amazing creative takes on thai classics like curries, basil etc. try the shakes, especially avocado! and unique appetizers like curry puffs. some of the best thai food ive ever had!"
5 Napkin Burger,1,food was awesome!
Blue Dragon,5,love their 1 oyster deal that goes on year round! 46pm ....and there is always a variety to choose from! love this place 
Melodias Restaurant,5,a staple of chinatown.  go for their chinese bbq items.. best in the city
Bristol Restaurant and Bar,4,"i wish i could give it a big fat zero.. i ordered a large pepperoni pizza and there was one slice of pepperoni per slice of pizza.. needless to say i will not go there ever again, i rather go to little ceasars.."
Coreanos Allston,5,"what a lovely little place, food was delicious and the service so friendly. with a little playground right outside, perfect spot for a little fresh air"
Crispy Crepes Cafe,5,"excellent option in brighton, great food and diverse high quality menu, plus drink and food promos ! gorgeous decor to boot. a must for casual and hip comfort dining"
Supreme Pizza,5,food is good quality and a great atmosphere! you wont be disappointed
Lunch Box Deli,4,"the chicken is always tender and seasoned well, the hummus is perfect, and there are plenty of glutenfree options.my favorite is a salad bowl in the warmer months, and a rice bowl in the cooler months. there are plenty of toppings to choose from, but it was here i tried muhamara the first time. its a mix of red pepper, walnuts, pomegranate and spices i get it every single time. same with the babbaganoush, which isnt pureed as it is most often, but decent chunks of eggplant and its my favorite babbaganoush ive tried. the only thing that is a miss is there used to be raw tomato, cucumber and radish which worked well on the salad, but they arent offered anymore.they have sunday brunch too, which the owner is slowly expanding. back when i was still eating wheat, i would visit frequently to get the french toast, which has a perfect amount of vanilla in the batter.if you have never had mediterranean food before, you should try it here! there is a lot to try out, and the staff can make recommendations."
